1, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 2, 1, 1
4046, desert, biomesoplenty:volcanic_plains, MONSTER, creeperoverhaul:desert_creeper, 15, 2, 2
4047, desert, biomesoplenty:volcanic_plains, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4048, desert, biomesoplenty:volcanic_plains, MONSTER, mowziesmobs:grottol, 2, 1, 1
4049, desert, biomesoplenty:volcanic_plains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4050, desert, biomesoplenty:volcanic_plains, MONSTER, quark:stoneling, 15, 1, 1
4051, desert, biomesoplenty:volcanic_plains, MONSTER, quark:toretoise, 15, 2, 4
4052, desert, biomesoplenty:volcanic_plains, CREATURE, naturalist:rattlesnake, 3, 1, 1
4053, desert, biomesoplenty:volcanic_plains, CREATURE, naturalist:cardinal, 6, 1, 4
4054, desert, biomesoplenty:volcanic_plains, CREATURE, naturalist:vulture, 10, 2, 4
4055, desert, biomesoplenty:volcanic_plains, CREATURE, alexsmobs:roadrunner, 9, 2, 2
4056, desert, biomesoplenty:volcanic_plains, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4057, desert, biomesoplenty:volcanic_plains, CREATURE, alexsmobs:seal, 15, 3, 8
4058, desert, biomesoplenty:volcanic_plains, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
4059, desert, biomesoplenty:volcanic_plains, CREATURE, alexsmobs:seagull, 15, 3, 6
4060, desert, biomesoplenty:volcanic_plains, CREATURE, quark:crab, 5, 1, 3
4061, desert, biomesoplenty:volcanic_plains, AMBIENT, minecraft:bat, 10, 8, 8
4062, desert, biomesoplenty:volcanic_plains, AMBIENT, alexsmobs:fly, 3, 2, 3
4063, desert, biomesoplenty:volcanic_plains, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4064, desert, biomesoplenty:volcanic_plains, AMBIENT, alexsmobs:jerboa, 12, 1, 3
4065, desert, biomesoplenty:volcanic_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4066, desert, biomesoplenty:volcanic_plains, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4067, desert, biomesoplenty:volcanic_plains, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
4068, desert, biomesoplenty:volcanic_plains, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
4069, desert, biomesoplenty:volcanic_plains, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
4070, desert, biomesoplenty:volcanic_plains, WATER_AMBIENT, alexsmobs:lobster, 7, 3, 5
4071, desert, biomesoplenty:volcanic_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4072, desert, biomesoplenty:volcano, MONSTER, minecraft:spider, 15, 4, 4
4073, desert, biomesoplenty:volcano, MONSTER, minecraft:zombie, 15, 4, 4
4074, desert, biomesoplenty:volcano, MONSTER, minecraft:zombie_villager, 1, 1, 1
4075, desert, biomesoplenty:volcano, MONSTER, minecraft:skeleton, 15, 4, 4
4076, desert, biomesoplenty:volcano, MONSTER, minecraft:slime, 15, 4, 4
4077, desert, biomesoplenty:volcano, MONSTER, minecraft:enderman, 1, 1, 4
4078, desert, biomesoplenty:volcano, MONSTER, minecraft:witch, 1, 1, 1
4079, desert, biomesoplenty:volcano, MONSTER, creeperoverhaul:desert_creeper, 15, 2, 2
4080, desert, biomesoplenty:volcano, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4081, desert, biomesoplenty:volcano, MONSTER, mowziesmobs:grottol, 2, 1, 1
4082, desert, biomesoplenty:volcano, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4083, desert, biomesoplenty:volcano, MONSTER, quark:stoneling, 15, 1, 1
4084, desert, biomesoplenty:volcano, MONSTER, quark:toretoise, 15, 2, 4
4085, desert, biomesoplenty:volcano, CREATURE, naturalist:rattlesnake, 3, 1, 1
4086, desert, biomesoplenty:volcano, CREATURE, naturalist:cardinal, 6, 1, 4
4087, desert, biomesoplenty:volcano, CREATURE, naturalist:vulture, 10, 2, 4
4088, desert, biomesoplenty:volcano, CREATURE, alexsmobs:roadrunner, 9, 2, 2
4089, desert, biomesoplenty:volcano, CREATURE, alexsmobs:sunbird, 2, 1, 1
4090, desert, biomesoplenty:volcano, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4091, desert, biomesoplenty:volcano, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
4092, desert, biomesoplenty:volcano, CREATURE, quark:shiba, 15, 1, 3
4093, desert, biomesoplenty:volcano, AMBIENT, minecraft:bat, 10, 8, 8
4094, desert, biomesoplenty:volcano, AMBIENT, alexsmobs:fly, 3, 2, 3
4095, desert, biomesoplenty:volcano, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4096, desert, biomesoplenty:volcano, AMBIENT, alexsmobs:jerboa, 12, 1, 3
4097, desert, biomesoplenty:volcano, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4098, desert, biomesoplenty:volcano, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4099, desert, biomesoplenty:volcano, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
4100, desert, biomesoplenty:volcano, WATER_AMBIENT, aquaculture:synodontis, 15, 1, 6
4101, desert, biomesoplenty:volcano, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
4102, desert, biomesoplenty:volcano, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
4103, desert, biomesoplenty:volcano, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4104, desert, biomesoplenty:wasteland, MONSTER, minecraft:spider, 15, 4, 4
4105, desert, biomesoplenty:wasteland, MONSTER, minecraft:zombie, 15, 4, 4
4106, desert, biomesoplenty:wasteland, MONSTER, minecraft:zombie_villager, 1, 1, 1
4107, desert, biomesoplenty:wasteland, MONSTER, minecraft:skeleton, 15, 4, 4
4108, desert, biomesoplenty:wasteland, MONSTER, minecraft:slime, 15, 4, 4
4109, desert, biomesoplenty:wasteland, MONSTER, minecraft:enderman, 1, 1, 4
4110, desert, biomesoplenty:wasteland, MONSTER, minecraft:witch, 1, 1, 1
4111, desert, biomesoplenty:wasteland, MONSTER, minecraft:husk, 15, 4, 4
4112, desert, biomesoplenty:wasteland, MONSTER, creeperoverhaul:desert_creeper, 15, 2, 2
4113, desert, biomesoplenty:wasteland, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4114, desert, biomesoplenty:wasteland, MONSTER, mowziesmobs:umvuthana_raptor, 2, 1, 1
4115, desert, biomesoplenty:wasteland, MONSTER, mowziesmobs:grottol, 2, 1, 1
4116, desert, biomesoplenty:wasteland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4117, desert, biomesoplenty:wasteland, MONSTER, quark:stoneling, 15, 1, 1
4118, desert, biomesoplenty:wasteland, MONSTER, quark:toretoise, 15, 2, 4
4119, desert, biomesoplenty:wasteland, CREATURE, naturalist:rattlesnake, 3, 1, 1
4120, desert, biomesoplenty:wasteland, CREATURE, naturalist:cardinal, 6, 1, 4
4121, desert, biomesoplenty:wasteland, CREATURE, naturalist:vulture, 10, 2, 4
4122, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:roadrunner, 9, 2, 2
4123, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:gazelle, 15, 7, 7
4124, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4125, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:elephant, 15, 3, 5
4126, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:emu, 15, 2, 5
4127, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:kangaroo, 15, 3, 5
4128, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
4129, desert, biomesoplenty:wasteland, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
4130, desert, biomesoplenty:wasteland, AMBIENT, minecraft:bat, 10, 8, 8
4131, desert, biomesoplenty:wasteland, AMBIENT, alexsmobs:fly, 3, 2, 3
4132, desert, biomesoplenty:wasteland, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4133, desert, biomesoplenty:wasteland, AMBIENT, alexsmobs:jerboa, 12, 1, 3
4134, desert, biomesoplenty:wasteland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4135, desert, biomesoplenty:wasteland, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4136, desert, biomesoplenty:wasteland, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
4137, desert, biomesoplenty:wasteland, WATER_AMBIENT, aquaculture:synodontis, 15, 1, 6
4138, desert, biomesoplenty:wasteland, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
4139, desert, biomesoplenty:wasteland, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
4140, desert, biomesoplenty:wasteland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4141, swamp, biomesoplenty:wetland, MONSTER, minecraft:spider, 15, 4, 4
4142, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie, 15, 4, 4
4143, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie_villager, 1, 1, 1
4144, swamp, biomesoplenty:wetland, MONSTER, minecraft:skeleton, 15, 4, 4
4145, swamp, biomesoplenty:wetland, MONSTER, minecraft:slime, 15, 4, 4
4146, swamp, biomesoplenty:wetland, MONSTER, minecraft:enderman, 1, 1, 4
4147, swamp, biomesoplenty:wetland, MONSTER, minecraft:witch, 1, 1, 1
4148, swamp, biomesoplenty:wetland, MONSTER, creeperoverhaul:swamp_creeper, 15, 2, 2
4149, swamp, biomesoplenty:wetland, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4150, swamp, biomesoplenty:wetland, MONSTER, mowziesmobs:grottol, 2, 1, 1
4151, swamp, biomesoplenty:wetland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4152, swamp, biomesoplenty:wetland, MONSTER, quark:stoneling, 15, 1, 1
4153, swamp, biomesoplenty:wetland, MONSTER, quark:toretoise, 15, 2, 4
4154, swamp, biomesoplenty:wetland, CREATURE, minecraft:pig, 10, 4, 4
4155, swamp, biomesoplenty:wetland, CREATURE, minecraft:fox, 8, 2, 4
4156, swamp, biomesoplenty:wetland, CREATURE, aquaculture:box_turtle, 10, 1, 2
4157, swamp, biomesoplenty:wetland, CREATURE, naturalist:snail, 2, 1, 3
4158, swamp, biomesoplenty:wetland, CREATURE, naturalist:snake, 3, 1, 1
4159, swamp, biomesoplenty:wetland, CREATURE, naturalist:cardinal, 6, 1, 4
4160, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
4161, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crocodile, 15, 1, 2
4162, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4163, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:shoebill, 10, 1, 2
4164, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crow, 10, 3, 5
4165, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:alligator_snapping_turtle, 15, 1, 2
4166, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4167, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:anaconda, 12, 1, 1
4168, swamp, biomesoplenty:wetland, CREATURE, quark:frog, 15, 1, 3
4169, swamp, biomesoplenty:wetland, AMBIENT, minecraft:bat, 10, 8, 8
4170, swamp, biomesoplenty:wetland, AMBIENT, alexsmobs:fly, 3, 2, 3
4171, swamp, biomesoplenty:wetland, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4172, swamp, biomesoplenty:wetland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4173, swamp, biomesoplenty:wetland, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4174, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4175, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
4176, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4177, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:perch, 15, 1, 6
4178, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4179, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4180, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
4181, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
4182, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
4183, swamp, biomesoplenty:wetland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4184, swamp, biomesoplenty:wetland, WATER_AMBIENT, alexsmobs:catfish, 4, 1, 3
4185, swamp, biomesoplenty:wetland, fireflies, naturalist:firefly, 6, 2, 3
4186, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:spider, 15, 4, 4
4187, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:zombie, 15, 4, 4
4188, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:zombie_villager, 1, 1, 1
4189, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:skeleton, 15, 4, 4
4190, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:slime, 15, 4, 4
4191, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:enderman, 1, 1, 4
4192, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:witch, 1, 1, 1
4193, savanna, biomesoplenty:wooded_scrubland, MONSTER, creeperoverhaul:savannah_creeper, 15, 2, 2
4194, savanna, biomesoplenty:wooded_scrubland, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4195, savanna, biomesoplenty:wooded_scrubland, MONSTER, mowziesmobs:umvuthana_raptor, 2, 1, 1
4196, savanna, biomesoplenty:wooded_scrubland, MONSTER, mowziesmobs:grottol, 2, 1, 1
4197, savanna, biomesoplenty:wooded_scrubland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4198, savanna, biomesoplenty:wooded_scrubland, MONSTER, quark:stoneling, 15, 1, 1
4199, savanna, biomesoplenty:wooded_scrubland, MONSTER, quark:toretoise, 15, 2, 4
4200, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:horse, 5, 2, 6
4201, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:donkey, 1, 1, 3
4202, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:snail, 2, 1, 3
4203, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:rattlesnake, 3, 1, 1
4204, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:cardinal, 6, 1, 4
4205, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:rhino, 10, 1, 3
4206, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:lion, 10, 3, 5
4207, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:elephant, 1, 2, 3
4208, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:zebra, 7, 2, 3
4209, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:giraffe, 7, 2, 4
4210, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:hippo, 15, 3, 4
4211, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:vulture, 10, 2, 4
4212, savanna, biomesoplenty:wooded_scrubland, CREATURE, naturalist:boar, 10, 4, 4
4213, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:gazelle, 15, 7, 7
4214, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:elephant, 15, 3, 5
4215, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:emu, 15, 2, 5
4216, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:kangaroo, 15, 3, 5
4217, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
4218, savanna, biomesoplenty:wooded_scrubland, AMBIENT, minecraft:bat, 10, 8, 8
4219, savanna, biomesoplenty:wooded_scrubland, AMBIENT, alexsmobs:fly, 3, 2, 3
4220, savanna, biomesoplenty:wooded_scrubland, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4221, savanna, biomesoplenty:wooded_scrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4222, savanna, biomesoplenty:wooded_scrubland, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4223, savanna, biomesoplenty:wooded_scrubland, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4224, savanna, biomesoplenty:wooded_scrubland, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
4225, savanna, biomesoplenty:wooded_scrubland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4226, savanna, biomesoplenty:wooded_scrubland, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
4227, savanna, biomesoplenty:wooded_scrubland, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
4228, savanna, biomesoplenty:wooded_scrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4229, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:spider, 15, 4, 4
4230, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:zombie, 15, 4, 4
4231, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:zombie_villager, 1, 1, 1
4232, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:skeleton, 15, 4, 4
4233, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:slime, 15, 4, 4
4234, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:enderman, 1, 1, 4
4235, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:witch, 1, 1, 1
4236, desert, biomesoplenty:wooded_wasteland, MONSTER, minecraft:husk, 15, 4, 4
4237, desert, biomesoplenty:wooded_wasteland, MONSTER, creeperoverhaul:desert_creeper, 15, 2, 2
4238, desert, biomesoplenty:wooded_wasteland, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4239, desert, biomesoplenty:wooded_wasteland, MONSTER, mowziesmobs:umvuthana_raptor, 2, 1, 1
4240, desert, biomesoplenty:wooded_wasteland, MONSTER, mowziesmobs:grottol, 2, 1, 1
4241, desert, biomesoplenty:wooded_wasteland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4242, desert, biomesoplenty:wooded_wasteland, MONSTER, quark:stoneling, 15, 1, 1
4243, desert, biomesoplenty:wooded_wasteland, MONSTER, quark:toretoise, 15, 2, 4
4244, desert, biomesoplenty:wooded_wasteland, CREATURE, naturalist:rattlesnake, 3, 1, 1
4245, desert, biomesoplenty:wooded_wasteland, CREATURE, naturalist:cardinal, 6, 1, 4
4246, desert, biomesoplenty:wooded_wasteland, CREATURE, naturalist:vulture, 10, 2, 4
4247, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:roadrunner, 9, 2, 2
4248, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:gazelle, 15, 7, 7
4249, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4250, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:elephant, 15, 3, 5
4251, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:emu, 15, 2, 5
4252, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:kangaroo, 15, 3, 5
4253, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
4254, desert, biomesoplenty:wooded_wasteland, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
4255, desert, biomesoplenty:wooded_wasteland, AMBIENT, minecraft:bat, 10, 8, 8
4256, desert, biomesoplenty:wooded_wasteland, AMBIENT, alexsmobs:fly, 3, 2, 3
4257, desert, biomesoplenty:wooded_wasteland, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4258, desert, biomesoplenty:wooded_wasteland, AMBIENT, alexsmobs:jerboa, 12, 1, 3
4259, desert, biomesoplenty:wooded_wasteland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4260, desert, biomesoplenty:wooded_wasteland, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4261, desert, biomesoplenty:wooded_wasteland, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
4262, desert, biomesoplenty:wooded_wasteland, WATER_AMBIENT, aquaculture:synodontis, 15, 1, 6
4263, desert, biomesoplenty:wooded_wasteland, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
4264, desert, biomesoplenty:wooded_wasteland, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
4265, desert, biomesoplenty:wooded_wasteland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4266, forest, biomesoplenty:woodland, MONSTER, minecraft:spider, 15, 4, 4
4267, forest, biomesoplenty:woodland, MONSTER, minecraft:zombie, 15, 4, 4
4268, forest, biomesoplenty:woodland, MONSTER, minecraft:zombie_villager, 1, 1, 1
4269, forest, biomesoplenty:woodland, MONSTER, minecraft:skeleton, 15, 4, 4
4270, forest, biomesoplenty:woodland, MONSTER, minecraft:creeper, 15, 4, 4
4271, forest, biomesoplenty:woodland, MONSTER, minecraft:slime, 15, 4, 4
4272, forest, biomesoplenty:woodland, MONSTER, minecraft:enderman, 1, 1, 4
4273, forest, biomesoplenty:woodland, MONSTER, minecraft:witch, 1, 1, 1
4274, forest, biomesoplenty:woodland, MONSTER, mowziesmobs:grottol, 2, 1, 1
4275, forest, biomesoplenty:woodland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4276, forest, biomesoplenty:woodland, MONSTER, quark:stoneling, 15, 1, 1
4277, forest, biomesoplenty:woodland, MONSTER, quark:toretoise, 15, 2, 4
4278, forest, biomesoplenty:woodland, CREATURE, minecraft:sheep, 12, 4, 4
4279, forest, biomesoplenty:woodland, CREATURE, minecraft:pig, 10, 4, 4
4280, forest, biomesoplenty:woodland, CREATURE, minecraft:chicken, 10, 4, 4
4281, forest, biomesoplenty:woodland, CREATURE, minecraft:cow, 8, 4, 4
4282, forest, biomesoplenty:woodland, CREATURE, naturalist:bear, 1, 1, 2
4283, forest, biomesoplenty:woodland, CREATURE, naturalist:deer, 6, 1, 3
4284, forest, biomesoplenty:woodland, CREATURE, naturalist:snail, 2, 1, 3
4285, forest, biomesoplenty:woodland, CREATURE, naturalist:butterfly, 4, 1, 3
4286, forest, biomesoplenty:woodland, CREATURE, naturalist:snake, 3, 1, 1
4287, forest, biomesoplenty:woodland, CREATURE, naturalist:cardinal, 6, 1, 4
4288, forest, biomesoplenty:woodland, CREATURE, naturalist:robin, 6, 1, 4
4289, forest, biomesoplenty:woodland, CREATURE, minecraft:rabbit, 4, 2, 3
4290, forest, biomesoplenty:woodland, CREATURE, minecraft:fox, 4, 2, 4
4291, forest, biomesoplenty:woodland, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
4292, forest, biomesoplenty:woodland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4293, forest, biomesoplenty:woodland, CREATURE, alexsmobs:crow, 10, 3, 5
4294, forest, biomesoplenty:woodland, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4295, forest, biomesoplenty:woodland, AMBIENT, minecraft:bat, 10, 8, 8
4296, forest, biomesoplenty:woodland, AMBIENT, crittersandcompanions:leaf_insect, 10, 1, 1
4297, forest, biomesoplenty:woodland, AMBIENT, alexsmobs:fly, 3, 2, 3
4298, forest, biomesoplenty:woodland, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4299, forest, biomesoplenty:woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4300, forest, biomesoplenty:woodland, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4301, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4302, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
4303, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4304, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:perch, 15, 1, 6
4305, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4306, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4307, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
4308, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
4309, forest, biomesoplenty:woodland, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
4310, forest, biomesoplenty:woodland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
4311, forest, biomesoplenty:woodland, fireflies, naturalist:firefly, 6, 2, 3
4312, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:spider, 15, 4, 4
4313, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:zombie, 15, 4, 4
4314, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:zombie_villager, 1, 1, 1
4315, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:skeleton, 15, 4, 4
4316, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:slime, 15, 4, 4
4317, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:enderman, 1, 1, 4
4318, underground, biomesoplenty:glowing_grotto, MONSTER, minecraft:witch, 1, 1, 1
4319, underground, biomesoplenty:glowing_grotto, MONSTER, creeperoverhaul:dripstone_creeper, 15, 2, 2
4320, underground, biomesoplenty:glowing_grotto, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
4321, underground, biomesoplenty:glowing_grotto, MONSTER, mowziesmobs:grottol, 2, 1, 1
4322, underground, biomesoplenty:glowing_grotto, MONSTER, alexsmobs:centipede_head, 8, 1, 1
4323, underground, biomesoplenty:glowing_grotto, MONSTER, quark:stoneling, 15, 1, 1
4324, underground, biomesoplenty:glowing_grotto, MONSTER, quark:toretoise, 15, 2, 4
4325, underground, biomesoplenty:glowing_grotto, CREATURE, naturalist:snail, 2, 1, 3
4326, underground, biomesoplenty:glowing_grotto, AMBIENT, minecraft:bat, 10, 8, 8
4327, underground, biomesoplenty:glowing_grotto, AMBIENT, alexsmobs:fly, 3, 2, 3
4328, underground, biomesoplenty:glowing_grotto, AMBIENT, alexsmobs:cockroach, 4, 5, 5
4329, underground, biomesoplenty:glowing_grotto, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4330, underground, biomesoplenty:glowing_grotto, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
4331, underground, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
4332, underground, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
4333, underground, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4334, underground, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:perch, 15, 1, 6
4335, underground, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
